species_id,common_name,scientific_name
28208,Abbott's Babbler,Malacocincla abbotti
7685,Abbott's Booby,Papasula abbotti
30111,Abbott's Starling,Arizelopsar femoralis
32930,Abd al Kuri Sparrow,Passer hemileucus
7652,Abdim's Stork,Ciconia abdimii
26480,Aberdare Cisticola,Cisticola aberdare
25520,Aberrant Bush-warbler,Horornis flavolivaceus
35550,Abert's Towhee,Melozone aberti
27061,Abyssinian Catbird,Sylvia galinieri
34508,Abyssinian Citril,Crithagra citrinelloides
33543,Abyssinian Crimsonwing,Cryptospiza salvadorii
30419,Abyssinian Ground-thrush,Geokichla piaggiae
33940,Abyssinian Longclaw,Macronyx flavicollis
9445,Abyssinian Owl,Asio abyssinicus
10244,Abyssinian Roller,Coracias abyssinicus
10067,Abyssinian Scimitarbill,Rhinopomastus minor
31017,Abyssinian Slaty-flycatcher,Melaenornis chocolatinus
30500,Abyssinian Thrush,Turdus abyssinicus
31994,Abyssinian Wheatear,Oenanthe lugubris
27416,Abyssinian White-eye,Zosterops abyssinicus
12043,Abyssinian Woodpecker,Dendropicos abyssinicus
11534,Acacia Pied Barbet,Tricholaema leucomelas
17722,Acadian Flycatcher,Empidonax virescens
24962,Aceh Bulbul,Pycnonotus snouckaerti
11791,Acorn Woodpecker,Melanerpes formicivorus
16069,Acre Antshrike,Thamnophilus divisorius
17361,Acre Tody-tyrant,Hemitriccus cohnhafti
4613,Adamawa Turtle-dove,Streptopelia hypopyrrha
36328,Adelaide's Warbler,Setophaga adelaidae
7305,Adelie Penguin,Pygoscelis adeliae
4469,Afep Pigeon,Columba unicincta
28545,Afghan Babbler,Argya huttoni
32850,Afghan Snowfinch,Pyrgilauda theresae
9197,African Barred Owlet,Glaucidium capense
403,African Black Duck,Anas sparsa
23550,African Blue Flycatcher,Elminia longicauda
1626,African Blue Quail,Synoicus adansonii
23761,African Blue Tit,Cyanistes teneriffae
14287,African Broadbill,Smithornis capensis
34163,African Chaffinch,Fringilla spodiogenys
4631,African Collared-dove,Streptopelia roseogrisea
5782,African Crake,Crecopsis egregia
34256,African Crimson-winged Finch,
4336,African Cuckoo,Cuculus gularis
8176,African Cuckoo-hawk,Aviceda cuculoides
7718,African Darter,Anhinga rufa
27125,African Desert Warbler,Curruca deserti
31083,African Dusky Flycatcher,Muscicapa adusta
10593,African Dwarf-kingfisher,Ispidina lecontei
4195,African Emerald Cuckoo,Chrysococcyx cupreus
5615,African Finfoot,Podica senegalensis
33746,African Firefinch,Lagonosticta rubricata
8676,African Fish-eagle,Icthyophaga vocifer
30982,African Forest-flycatcher,Fraseria ocreata
21730,African Golden Oriole,Oriolus auratus
33058,African Golden Weaver,Ploceus subaureus
8429,African Goshawk,Aerospiza tachiro
8936,African Grass-owl,Tyto capensis
10885,African Green Bee-eater,Merops viridissimus
5234,African Green-pigeon,Treron calvus
31043,African Grey Flycatcher,Bradornis microrhynchus
10115,African Grey Hornbill,Lophoceros nasutus
8151,African Harrier-hawk,Polyboroides typus
8388,African Hawk-eagle,Aquila spilogaster
27063,African Hill-babbler,Sylvia abyssinica
12950,African Hobby,Falco cuvierii
3804,African Houbara,Chlamydotis undulata
6637,African Jacana,Actophilornis africanus
8627,African Marsh-harrier,Circus ranivorus
4470,African Olive-pigeon,Columba arquatrix
7636,African Openbill,Anastomus lamelligerus
6408,African Oystercatcher,Haematopus moquini
2561,African Palm Swift,Cypsiurus parvus
22207,African Paradise-flycatcher,Terpsiphone viridis
7323,African Penguin,Spheniscus demersus
11763,African Piculet,Verreauxia africana
30068,African Pied Starling,Lamprotornis bicolor
33932,African Pied Wagtail,Motacilla aguimp
33985,African Pipit,Anthus cinnamomeus
14392,African Pitta,Pitta angolensis
25105,African Plain Martin,Riparia paludicola
12845,African Pygmy-falcon,Polihierax semitorquatus
361,African Pygmy-goose,Nettapus auritus
10597,African Pygmy-kingfisher,Ispidina picta
33639,African Quailfinch,Ortygospiza atricollis
5780,African Rail,Rallus caerulescens
25308,African Red-rumped Swallow,Cecropis melanocrissus
25056,African River Martin,Pseudochelidon eurystomina
7809,African Sacred Ibis,Threskiornis aethiopicus
9328,African Scops-owl,Otus senegalensis
20396,African Shrike-flycatcher,Megabyas flammulatus
33368,African Silverbill,Euodice cantans
6905,African Skimmer,Rynchops flavirostris
6739,African Snipe,Gallinago nigripennis
7872,African Spoonbill,Platalea alba
29678,African Spotted Creeper,Salpornis salvadori
31810,African Stonechat,Saxicola torquatus
5947,African Swamphen,Porphyrio madagascariensis
2610,African Swift,Apus barbatus
6482,African Three-banded Plover,Thinornis tricollaris
30484,African Thrush,Turdus pelios
9784,African Wood-owl,Strix woodfordii
7653,African Woollyneck,Ciconia microscelis
26075,African Yellow Warbler,Iduna natalensis
27521,African Yellow White-eye,Zosterops senegalensis
7892,Agami Heron,Agamia agami
17069,Agile Tit-tyrant,Uromyias agilis
25985,Aguijan Reed-warbler,Acrocephalus nijoi
24000,Agulhas Long-billed Lark,
1724,Ahanta Spurfowl,Pternistis ahantensis
7429,Ainley's Storm-petrel,Hydrobates cheimomnestes
34428,Akekee,Loxops caeruleirostris
34423,Akiapolaau,Hemignathus wilsoni
34385,Akikiki,Oreomystis bairdi
34403,Akohekohe,Palmeria dolei
9542,Akun Eagle-owl,Ketupa leucosticta
31721,Ala Shan Redstart,Phoenicurus alaschanicus
15813,Alagoas Antwren,Myrmotherula snowi
742,Alagoas Curassow,Mitu mitu
15086,Alagoas Foliage-gleaner,Philydor novaesi
17203,Alagoas Tyrannulet,Phylloscartes ceciliae
6190,Alaotra Grebe,Tachybaptus rufolavatus
18686,Albert's Lyrebird,Menura alberti
9207,Albertine Owlet,Glaucidium albertinum
20217,Albertine Sooty Boubou,Laniarius holomelas
25938,Aldabra Brush-warbler,Nesillas aldabrana
21898,Aldabra Drongo,Dicrurus aldabranus
33235,Aldabra Fody,Foudia aldabrana
27549,Aldabra White-eye,Zosterops aldabrensis
17728,Alder Flycatcher,Empidonax alnorum
6949,Aleutian Tern,Onychoprion aleuticus
13787,Alexandrine Parakeet,Psittacula eupatria
29551,Algerian Nuthatch,Sitta ledanti
5942,Allen's Gallinule,Porphyrio alleni
3319,Allen's Hummingbird,Selasphorus sasin
16416,Allpahuayo Antbird,Percnostola arenarum
8994,Alor Boobook,Ninox plesseni
19083,Alor Myzomela,Myzomela prawiradilagae
33824,Alpine Accentor,Prunella collaris
33453,Alpine Mannikin,Lonchura monticola
34118,Alpine Pipit,Anthus gutturalis
2576,Alpine Swift,Tachymarptis melba
30346,Alpine Thrush,Zoothera mollissima
25788,Alström's Warbler,Phylloscopus soror
16617,Alta Floresta Antpitta,Hylopezus whittakeri
33834,Altai Accentor,Prunella himalayana
1578,Altai Snowcock,Tetraogallus altaicus
35880,Altamira Oriole,Icterus gularis
36200,Altamira Yellowthroat,Geothlypis flavovelata
22883,Amami Jay,Garrulus lidthi
30374,Amami Thrush,Zoothera major
6705,Amami Woodcock,Scolopax mira
12326,Amami Woodpecker,
32359,Amani Sunbird,Hedydipna pallidigaster
30188,Amaui,Myadestes woahensis
3618,Amazilia Hummingbird,Amazilis amazilia
10737,Amazon Kingfisher,Chloroceryle amazona
16626,Amazonian Antpitta,Myrmothera berlepschi
16063,Amazonian Antshrike,Thamnophilus amazonicus
14633,Amazonian Barred Woodcreeper,Dendrocolaptes certhia
12511,Amazonian Black-breasted Woodpecker,
9978,Amazonian Black-throated Trogon,Trogon rufus
17840,Amazonian Black-tyrant,Knipolegus poecilocercus
16905,Amazonian Grey Elaenia,Myiopagis cinerea
36699,Amazonian Grosbeak,Cyanoloxia rothschildii
10808,Amazonian Motmot,Momotus momota
13172,Amazonian Parrotlet,Nannopsittaca dachilleae
14910,Amazonian Plain Xenops,Xenops genibarbis
9236,Amazonian Pygmy-owl,Glaucidium hardyi
18646,Amazonian Royal Flycatcher,Onychorhynchus coronatus
17291,Amazonian Scrub-flycatcher,Sublegatus obscurior
15765,Amazonian Streaked Antwren,Myrmotherula multostriata
9961,Amazonian Trogon,Trogon ramonianus
17298,Amazonian Tyrannulet,Inezia subflava
18291,Amazonian Umbrellabird,Cephalopterus ornatus
15220,Amazonian Woodhaunter,Automolus subulatus
31755,Amber Mountain Rock-thrush,Monticola erythronotus
27705,Ambon White-eye,Zosterops kuehni
2414,Ameline Swiftlet,Aerodramus amelis
6443,American Avocet,Recurvirostra americana
8904,American Barn-Owl,Tyto furcata
7898,American Bittern,Botaurus lentiginosus
430,American Black Duck,Anas rubripes
6396,American Black Oystercatcher,Haematopus bachmani
8113,American Black Vulture,Coragyps atratus
25605,American Bushtit,Psaltriparus minimus
5933,American Coot,Fulica americana
23063,American Crow,Corvus brachyrhynchos
32017,American Dipper,Cinclus mexicanus
17735,American Dusky Flycatcher,Empidonax oberholseri
6264,American Flamingo,Phoenicopterus ruber
6456,American Golden Plover,Pluvialis dominica
34732,American Goldfinch,Spinus tristis
8603,American Goshawk,Astur atricapillus
17736,American Grey Flycatcher,Empidonax wrightii
12892,American Kestrel,Falco sparverius
6398,American Oystercatcher,Haematopus palliatus
10740,American Pygmy-kingfisher,Chloroceryle aenea
36223,American Redstart,Setophaga ruticilla
30663,American Robin,Turdus migratorius
12011,American Three-Toed Woodpecker,Picoides dorsalis
35345,American Tree Sparrow,Spizelloides arborea
29636,American Treecreeper,Certhia americana
8100,American White Pelican,Pelecanus erythrorhynchos
401,American Wigeon,Mareca americana
6702,American Woodcock,Scolopax minor
36247,American Yellow Warbler,
5144,Amethyst Brown-dove,Phapitreron amethystinus
32412,Amethyst Sunbird,Chalcomitra amethystina
3268,Amethyst Woodstar,Calliphlox amethystina
3242,Amethyst-throated Mountain-gem,Lampornis amethystinus
2863,Amethyst-throated Sunangel,Heliangelus amethysticollis
16774,Ampay Tapaculo,Scytalopus whitneyi
7385,Amsterdam Albatross,Diomedea amsterdamensis
402,Amsterdam Duck,Mareca marecula
12924,Amur Falcon,Falco amurensis
31808,Amur Stonechat,Saxicola stejnegeri
33605,Anambra Waxbill,Estrilda poliopareia
16754,Ancash Tapaculo,Scytalopus affinis
11462,Anchieta's Barbet,Stactolaema anchietae
32296,Anchieta's Sunbird,Anthreptes anchietae
15913,Ancient Antwren,Herpsilochmus gentryi
7263,Ancient Murrelet,Synthliboramphus antiquus
9022,Andaman Boobook,Ninox affinis
24883,Andaman Bulbul,Microtarsus fuscoflavescens
3995,Andaman Coucal,Centropus andamanensis
6085,Andaman Crake,Rallina canningi
4743,Andaman Cuckoo-Dove,Macropygia rufipennis
20693,Andaman Cuckooshrike,Coracina dobsoni
21799,Andaman Drongo,Dicrurus andamanensis
32178,Andaman Flowerpecker,Dicaeum virescens
5184,Andaman Green-pigeon,Treron chloropterus
8929,Andaman Masked-Owl,Tyto deroepstorffi
2055,Andaman Nightjar,Caprimulgus andamanicus
9275,Andaman Scops-owl,Otus balli
8291,Andaman Serpent-eagle,Spilornis elgini
30929,Andaman Shama,Copsychus albiventris
461,Andaman Teal,Anas albogularis
22954,Andaman Treepie,Dendrocitta bayleii
12554,Andaman Woodpecker,Dryocopus hodgei
4483,Andaman Woodpigeon,Columba palumboides
6445,Andean Avocet,Recurvirostra andina
17818,Andean Black-tyrant,Knipolegus signatus
18257,Andean Cock-of-the-rock,Rupicola peruvianus
8112,Andean Condor,Vultur gryphus
5938,Andean Coot,Fulica ardesiaca
547,Andean Duck,Oxyura ferruginea
3626,Andean Emerald,Uranomitra franciae
6269,Andean Flamingo,Phoenicoparrus andinus
334,Andean Goose,Oressochen melanopterus
681,Andean Guan,Penelope montagnii
7101,Andean Gull,Chroicocephalus serranus
2955,Andean Hillstar,Oreotrochilus estella
7849,Andean Ibis,Theristicus branickii
6543,Andean Lapwing,Vanellus resplendens
10818,Andean Motmot,Momotus aequatorialis
18555,Andean Mourner,Laniisoma buckleyi
17812,Andean Negrito,Lessonia oreas
13170,Andean Parakeet,Bolborhynchus orbygnesius
2160,Andean Potoo,Nyctibius maculosus
9223,Andean Pygmy-owl,Glaucidium jardinii
34781,Andean Siskin,Spinus spinescens
30710,Andean Slaty Thrush,Turdus nigriceps
6729,Andean Snipe,Gallinago jamesoni
30210,Andean Solitaire,Myadestes ralloides
25205,Andean Swallow,Orochelidon andecola
2544,Andean Swift,Aeronautes andecolus
456,Andean Teal,Anas andium
175,Andean Tinamou,Nothoprocta pentlandii
15291,Andean Tit-spinetail,Leptasthenura andicola
20054,Angola Batis,Batis minulla
31389,Angola Cave-chat,Xenocopsychus ansorgei
24641,Angola Greenbul,Phyllastrephus viridiceps
24175,Angola Lark,Amirafra angolensis
31008,Angola Slaty-flycatcher,Melaenornis brunneus
25273,Angola Swallow,Hirundo angolensis
33532,Angola Waxbill,Coccopygia bocagei
27527,Angola White-eye,Zosterops kasaicus
7710,Anhinga,Anhinga anhinga
34425,Anianiau,Magumma parva
25933,Anjouan Brush-warbler,
9303,Anjouan Scops-owl,Otus capnodes
32676,Anjouan Sunbird,Cinnyris comorensis
27547,Anjouan White-eye,Zosterops anjuanensis
34562,Ankober Serin,Crithagra ankoberensis
3313,Anna's Hummingbird,Calypte anna
11339,Annam Barbet,Psilopogon annamensis
26619,Annam Prinia,Prinia rocki
1422,Annamite Crested Argus,Rheinardia ocellata
28238,Annamite Limestone-babbler,Gypsophila annamensis
9339,Annobon Scops-owl,
27513,Annobon White-eye,Zosterops griseovirescens
24631,Ansorge's Greenbul,Eurillas ansorgei
7452,Antarctic Petrel,Thalassoica antarctica
7466,Antarctic Prion,Pachyptila desolata
7801,Antarctic Shag,Leucocarbo bransfieldensis
7023,Antarctic Tern,Sterna vittata
3422,Antillean Crested Hummingbird,Orthorhyncus cristatus
1858,Antillean Nighthawk,Chordeiles gundlachii
2548,Antillean Palm Swift,Tachornis phoenicobia
11773,Antillean Piculet,Nesoctites micromegas
34744,Antillean Siskin,Spinus dominicensis
17195,Antioquia Bristle-tyrant,Pogonotriccus lanyoni
35692,Antioquia Brushfinch,Atlapetes blancae
29110,Antioquia Wren,Thryophilus sernai
7382,Antipodean Albatross,Diomedea antipodensis
13906,Antipodes Parakeet,Cyanoramphus unicolor
34404,Apapane,Himatione sanguinea
18142,Apical Flycatcher,Myiarchus apicalis
12927,Aplomado Falcon,Falco femoralis
29896,Apo Myna,Goodfellowia miranda
32684,Apo Sunbird,Aethopyga boltoni
28962,Apolinar's Wren,Cistothorus apolinari
18273,Apolo Cotinga,
23151,Apostlebird,Struthidea cinerea
26320,Appert's Tetraka,Xanthomixis apperti
32655,Apricot-breasted Sunbird,Cinnyris buettikoferi
35718,Apurimac Brushfinch,Atlapetes forbesi
15614,Apurimac Spinetail,Synallaxis courseni
3119,Apurimac Starfrontlet,
26037,Aquatic Warbler,Acrocephalus paludicola
28557,Arabian Babbler,Argya squamiceps
3794,Arabian Bustard,Ardeotis arabs
9531,Arabian Eagle-owl,Bubo milesi
32964,Arabian Golden Sparrow,Passer euchlorus
10889,Arabian Green Bee-eater,Merops cyanophrys
34492,Arabian Grosbeak,Rhynchostruthus percivali
24474,Arabian Lark,Eremalauda eremodites
1650,Arabian Partridge,Alectoris melanocephala
9314,Arabian Scops-owl,Otus pamelae
34541,Arabian Serin,Crithagra rothschildi
32583,Arabian Sunbird,Cinnyris hellmayri
27113,Arabian Warbler,Curruca leucomelaena
33638,Arabian Waxbill,Estrilda rufibarba
31991,Arabian Wheatear,Oenanthe lugentoides
12016,Arabian Woodpecker,Dendrocoptes dorae
22096,Arafura Fantail,Rhipidura dryas
15540,Araguaia Spinetail,Synallaxis simoni
18354,Araripe Manakin,Chiroxiphia bokermanni
15297,Araucaria Tit-spinetail,Leptasthenura setaria
18724,Archbold's Bowerbird,Archboldia papuensis
20332,Archbold's Newtonia,Newtonia archboldi
1814,Archbold's Nightjar,Eurostopodus archboldi
2221,Archbold's Owlet-nightjar,
31399,Archer's Robin-chat,Dessonornis archeri
7184,Arctic Herring Gull,Larus smithsonianus
7196,Arctic Jaeger,Stercorarius parasiticus
7294,Arctic Loon,Gavia arctica
7021,Arctic Tern,Sterna paradisaea
25806,Arctic Warbler,Phylloscopus borealis
15334,Arequipa Canastero,
23196,Arfak Astrapia,Astrapia nigra
18716,Arfak Catbird,Ailuroedus arfakianus
18991,Arfak Honeyeater,Melipotes gymnops
23412,Arfak Robin,Heteromyias albispecularis
11186,Ariel Toucan,
15897,Aripuana Antwren,Herpsilochmus stotzi
12217,Arizona Woodpecker,Dryobates arizonae
7166,Armenian Gull,Larus armenicus
31895,Arnot's Chat,Myrmecocichla arnotti
28595,Arrow-marked Babbler,Turdoides jardineii
11714,Arrowhead Piculet,Picumnus minutissimus
36221,Arrowhead Warbler,Setophaga pharetra
32233,Aru Flowerpecker,
6031,Ascension Crake,Mundia elpenor
7667,Ascension Frigatebird,Fregata aquila
7939,Ascension Night-heron,Nycticorax olsoni
2767,Ash-bellied Hermit,
16385,Ash-breasted Antbird,Myrmoborus lugubris
37511,Ash-breasted Sierra-finch,Geospizopsis plebejus
17055,Ash-breasted Tit-tyrant,Anairetes alpinus
15480,Ash-browed Spinetail,Cranioleuca curtata
4085,Ash-colored Cuckoo,Coccycua cinerea
16739,Ash-colored Tapaculo,Myornis senilis
15901,Ash-throated Antwren,Herpsilochmus parkeri
18108,Ash-throated Casiornis,Casiornis fuscus
5696,Ash-throated Crake,Mustelirallus albicollis
18149,Ash-throated Flycatcher,Myiarchus cinerascens
16689,Ash-throated Gnateater,Conopophaga peruviana
15670,Ash-winged Antwren,Euchrepomis spodioptila
28402,Ashambu Chilappan,Montecincla meridionalis
15811,Ashy Antwren,Myrmotherula grisea
24754,Ashy Bulbul,Hemixos flavala
26414,Ashy Cisticola,Cisticola cinereolus
21873,Ashy Drongo,Dicrurus leucophaeus
32191,Ashy Flowerpecker,Dicaeum vulneratum
31000,Ashy Flycatcher,Fraseria caerulescens
20584,Ashy Minivet,Pericrocotus divaricatus
19045,Ashy Myzomela,Myzomela cineracea
26680,Ashy Prinia,Prinia socialis
30066,Ashy Starling,Lamprotornis unicolor
7431,Ashy Storm-petrel,Hydrobates homochroa
26965,Ashy Tailorbird,Orthotomus ruficeps
30462,Ashy Thrush,Geokichla cinerea
23891,Ashy Tit,Melaniparus cinerascens
12784,Ashy Woodpecker,Mulleripicus fulvus
4478,Ashy Woodpigeon,Columba pulchricollis
20404,Ashy Woodswallow,Artamus fuscus
27600,Ashy-bellied White-eye,Zosterops citrinella
31068,Ashy-breasted Flycatcher,Muscicapa randi
24056,Ashy-crowned Sparrow-lark,Eremopterix griseus
8931,Ashy-faced Owl,Tyto glaucops
28514,Ashy-fronted Babbler,Argya cinereifrons
24944,Ashy-fronted Bulbul,Pycnonotus cinereifrons
28133,Ashy-headed Babbler,Pellorneum cinereiceps
341,Ashy-headed Goose,Chloephaga poliocephala
5181,Ashy-headed Green-pigeon,Treron phayrei
21401,Ashy-headed Greenlet,Hylophilus pectoralis
16892,Ashy-headed Tyrannulet,Tyranniscus cinereiceps
2528,Ashy-tailed Swift,Chaetura andrei
35070,Ashy-throated Chlorospingus,Chlorospingus canigularis
27303,Ashy-throated Parrotbill,Suthora alphonsiana
25675,Ashy-throated Warbler,Phylloscopus maculipennis
22884,Asian Azure-winged Magpie,Cyanopica cyanus
9181,Asian Barred Owlet,Glaucidium cuculoides
1614,Asian Blue Quail,Synoicus chinensis
31072,Asian Brown Flycatcher,Muscicapa dauurica
7829,Asian Crested Ibis,Nipponia nippon
27127,Asian Desert Warbler,Curruca nana
6694,Asian Dowitcher,Limnodromus semipalmatus
4185,Asian Emerald Cuckoo,Chrysococcyx maculatus
28790,Asian Fairy-bluebird,Irena puella
29832,Asian Glossy Starling,Aplonis panayensis
33147,Asian Golden Weaver,Ploceus hypoxanthus
10893,Asian Green Bee-eater,Merops orientalis
3807,Asian Houbara,Chlamydotis macqueenii
25287,Asian House Martin,Delichon dasypus
7639,Asian Openbill,Anastomus oscitans
2571,Asian Palm Swift,Cypsiurus balasiensis
25114,Asian Plain Martin,Riparia chinensis
34283,Asian Rosy-finch,Leucosticte arctoa
24476,Asian Short-toed Lark,Alaudala cheleensis
25559,Asian Stubtail,Urosphena squameiceps
7655,Asian Woollyneck,Ciconia episcopus
22969,Asir Magpie,Pica asirensis
28377,Assam Laughingthrush,Trochalopteron chrysopterum
19641,Atherton Scrubwren,Sericornis keri
6222,Atitlan Grebe,Podilymbus gigas
2429,Atiu Swiftlet,Aerodramus sawtelli
12514,Atlantic Black-breasted Woodpecker,
9982,Atlantic Black-throated Trogon,Trogon chrysochloros
16907,Atlantic Grey Elaenia,Myiopagis caniceps
7484,Atlantic Petrel,Pterodroma incerta
7213,Atlantic Puffin,Fratercula arctica
18644,Atlantic Royal Flycatcher,Onychorhynchus swainsoni
6912,Atlantic White Tern,Gygis alba
14723,Atlantic Woodcreeper,Xiphorhynchus atlanticus
7393,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos
31651,Atlas Flycatcher,Ficedula speculigera
31904,Atlas Wheatear,Oenanthe seebohmi
5382,Atoll Fruit-dove,Ptilinopus coralensis
29808,Atoll Starling,Aplonis feadensis
16596,Atuen Antpitta,Grallaria atuensis
5812,Auckland Island Rail,Lewinia muelleri
7789,Auckland Islands Shag,Leucocarbo colensoi
6724,Auckland Snipe,Coenocorypha aucklandica
474,Auckland Teal,Anas aucklandica
7121,Audouin's Gull,Ichthyaetus audouinii
35870,Audubon's Oriole,Icterus graduacauda
7590,Audubon's Shearwater,Puffinus lherminieri
36310,Audubon's Warbler,
8829,Augur Buzzard,Buteo augur
10183,Austen's Brown Hornbill,Anorrhinus austeni
36090,Austral Blackbird,Curaeus curaeus
15346,Austral Canastero,Asthenes anthoides
17813,Austral Negrito,Lessonia rufa
13459,Austral Parakeet,Enicognathus ferrugineus
9257,Austral Pygmy-owl,Glaucidium nana
5772,Austral Rail,Rallus antarcticus
30735,Austral Thrush,Turdus falcklandii
7897,Australasian Bittern,Botaurus poiciloptilus
7713,Australasian Darter,Anhinga novaehollandiae
21609,Australasian Figbird,Sphecotheres vieilloti
7688,Australasian Gannet,Morus serrator
8941,Australasian Grass-owl,Tyto longimembris
6203,Australasian Grebe,Tachybaptus novaehollandiae
8879,Australasian Masked-owl,Tyto novaehollandiae
33979,Australasian Pipit,Anthus novaeseelandiae
25974,Australasian Reed-warbler,Acrocephalus australis
391,Australasian Shoveler,Spatula rhynchotis
5960,Australasian Swamphen,Porphyrio melanotus
557,Australian Brushturkey,Alectura lathami
3803,Australian Bustard,Ardeotis australis
5882,Australian Crake,Porzana fluminea
6998,Australian Gull-billed Tern,Gelochelidon macrotarsa
12954,Australian Hobby,Falco longipennis
7817,Australian Ibis,Threskiornis molucca
13647,Australian King-parrot,Alisterus scapularis
7922,Australian Little Bittern,Botaurus dubius
19863,Australian Logrunner,Orthonyx temminckii
20447,Australian Magpie,Gymnorhina tibicen
2237,Australian Owlet-nightjar,Aegotheles cristatus
6616,Australian Painted-snipe,Rostratula australis
8099,Australian Pelican,Pelecanus conspicillatus
33972,Australian Pipit,Anthus australis
6888,Australian Pratincole,Glareola isabella
23121,Australian Raven,Corvus coronoides
13875,Australian Ringneck,Barnardius zonarius
349,Australian Shelduck,Tadorna tadornoides
2376,Australian Swiftlet,Aerodramus terraereginae
27607,Australian Yellow White-eye,Zosterops luteus
33341,Australian Zebra Finch,
16585,Ayacucho Antpitta,Grallaria ayacuchensis
15397,Ayacucho Thistletail,Asthenes ayacuchensis
24949,Ayeyarwady Bulbul,Pycnonotus blanfordi
8358,Ayres's Hawk-eagle,Hieraaetus ayresii
15601,Azara's Spinetail,Synallaxis azarae
34252,Azores Bullfinch,Pyrrhula murina
34167,Azores Chaffinch,Fringilla moreletti
13477,Aztec Parakeet,
30227,Aztec Thrush,Ridgwayia pinicola
13407,Azuero Parakeet,
10275,Azure Dollarbird,Eurystomus azureus
5944,Azure Gallinule,Porphyrio flavirostris
22723,Azure Jay,Cyanocorax caeruleus
10716,Azure Kingfisher,Ceyx azureus
23782,Azure Tit,Cyanistes cyanus
14446,Azure-breasted Pitta,Pitta steerii
22487,Azure-crested Flycatcher,Myiagra azureocapilla
3550,Azure-crowned Hummingbird,Saucerottia cyanocephala
22699,Azure-hooded Jay,Cyanolyca cucullata
22760,Azure-naped Jay,Cyanocorax heilprini
13752,Azure-rumped Parrot,Tanygnathus sumatranus
37802,Azure-rumped Tanager,Poecilostreptus cabanisi
37825,Azure-shouldered Tanager,Thraupis cyanoptera
21221,Babar Whistler,Pachycephala sharpei
30114,Babbling Starling,Neocichla gutturalis
19102,Bacan Myzomela,Myzomela batjanensis
35154,Bachman's Sparrow,Peucaea aestivalis
36136,Bachman's Warbler,Vermivora bachmanii
492,Baer's Pochard,Aythya baeri
33018,Baglafecht Weaver,Ploceus baglafecht
31541,Bagobo Babbler,Leonardina woodi
3308,Bahama Hummingbird,Nesophlox evelynae
4137,Bahama Lizard-cuckoo,
29700,Bahama Mockingbird,Mimus gundlachii
29548,Bahama Nuthatch,Sitta insularis
35952,Bahama Oriole,Icterus northropi
25146,Bahama Swallow,Tachycineta cyaneoviridis
36319,Bahama Warbler,Setophaga flavescens
36195,Bahama Yellowthroat,Geothlypis rostrata
15893,Bahia Antwren,Herpsilochmus pileatus
15562,Bahia Spinetail,Synallaxis cinerea
16741,Bahia Tapaculo,Eleoscytalopus psychopompus
17205,Bahia Tyrannulet,Phylloscartes beckeri
17144,Bahia Wagtail-tyrant,Stigmatura bahiae
1875,Bahian Nighthawk,Nyctiprogne vielliardi
26167,Baikal Grasshopper-warbler,Locustella davidi
374,Baikal Teal,Sibirionetta formosa
6046,Baillon's Crake,Zapornia pusilla
18029,Baird's Flycatcher,Myiodynastes bairdii
35373,Baird's Junco,Junco bairdi
6841,Baird's Sandpiper,Calidris bairdii
35448,Baird's Sparrow,Centronyx bairdii
9952,Baird's Trogon,Trogon bairdii
36186,Baird's Yellowthroat,
9216,Baja Pygmy-owl,
8673,Bald Eagle,Haliaeetus leucocephalus
13216,Bald Parrot,Pyrilia aurantiocephala
7577,Balearic Shearwater,Puffinus mauretanicus
27170,Balearic Warbler,Curruca balearica
29986,Bali Myna,Leucopsar rothschildi
21852,Balicassiao,Dicrurus balicassius
21097,Baliem Whistler,Pachycephala balim
9640,Balsas Screech-owl,Megascops seductus
35909,Baltimore Oriole,Icterus galbula
16112,Bamboo Antshrike,Cymbilaimus sanctaemariae
26134,Bamboo Warbler,Locustella alfredi
12740,Bamboo Woodpecker,Gecinulus viridis
26861,Bamenda Apalis,Apalis bamendae
16288,Bananal Antbird,Cercomacra ferdinandi
36957,Bananaquit,Coereba flaveola
28396,Banasura Chilappan,Montecincla jerdoni
28862,Band-backed Wren,Campylorhynchus zonatus
6041,Band-bellied Crake,Zapornia paykullii
9695,Band-bellied Owl,Pulsatrix melanota
7432,Band-rumped Storm-petrel,Hydrobates castro
2503,Band-rumped Swift,Chaetura spinicaudus
16304,Band-tailed Antbird,Hypocnemoides maculicauda
15967,Band-tailed Antshrike,Thamnophilus melanothorax
15803,Band-tailed Antwren,Myrmotherula urosticta
2689,Band-tailed Barbthroat,Threnetes ruckeri
35858,Band-tailed Cacique,Cacicus latirostris
14938,Band-tailed Earthcreeper,Ochetorhynchus phoenicurus
18241,Band-tailed Fruiteater,Pipreola intermedia
673,Band-tailed Guan,Penelope argyrotis
18441,Band-tailed Manakin,Pipra fasciicauda
1869,Band-tailed Nighthawk,Nyctiprogne leucopyga
37541,Band-tailed Seedeater,Catamenia analis
36784,Band-tailed Sierra-finch,Rhopospina alaudina
21980,Banda Fantail,
19092,Banda Myzomela,Myzomela boiei
14440,Banda Sea Pitta,Pitta vigorsii
21063,Banda Sea Whistler,
15862,Banded Antbird,Dichrozona cincta
11552,Banded Barbet,Lybius undatus
4244,Banded Bay Cuckoo,Cacomantis sonneratii
