species_id,avilist_common_name,scientific_name
19366,Mottle-breasted Honeyeater,Microptilotis mimikae
19370,Forest Honeyeater,Microptilotis montanus
19378,Hill-forest Honeyeater,Microptilotis orientalis
19383,Scrub Honeyeater,Microptilotis albonotatus
19387,Mimic Honeyeater,Microptilotis analogus
19394,Tagula Honeyeater,Microptilotis vicina
19395,Graceful Honeyeater,Microptilotis gracilis
19397,Cryptic Honeyeater,Microptilotis imitatrix
19399,Elegant Honeyeater,Microptilotis cinereifrons
19402,Yellow-gaped Honeyeater,Microptilotis flavirictus
19405,White-lined Honeyeater,Microptilotis albilineatus
19406,Kimberley Honeyeater,Microptilotis fordianus
19407,Streak-breasted Honeyeater,Microptilotis reticulatus
19420,Orange-cheeked Honeyeater,Oreornis chrysogenys
19873,Red Satinbird,Cnemophilus sanguineus
19903,Thick-billed Berrypecker,Rhamphocharis crassirostris
19906,Spotted Berrypecker,Rhamphocharis piperata
20018,Reichenow's Batis,Batis reichenowi
20077,Rufous-bellied Wattle-eye,Dyaphorophyia concreta
20079,Yellow-bellied Wattle-eye,Dyaphorophyia ansorgei
20086,Red-cheeked Wattle-eye,Dyaphorophyia blissetti
20088,Black-necked Wattle-eye,Dyaphorophyia chalybea
20090,Jameson's Wattle-eye,Dyaphorophyia jamesoni
20405,White-breasted Woodswallow,Artamus leucoryn
20544,Grey-throated Minivet,Pericrocotus montanus
20721,Manus Cuckooshrike,Coracina ingens
20790,New Georgia Cicadabird,Edolisoma pygmaeum
20907,Southern Black-and-white Triller,Lalage minor
21049,Brown Whistler,Pachycephala griseiceps
21063,Banda Sea Whistler,Pachycephala par
21077,Rusty-breasted Whistler,Pachycephala fulvotincta
21113,Western Whistler,Pachycephala fuliginosa
21234,Cinnamon-breasted Whistler,Pachycephala johni
21263,Variable Shrike-thrush,Colluricincla fortis
21269,Waigeo Shrike-thrush,Colluricincla affinis
21271,Mamberamo Shrike-thrush,Colluricincla obscura
21275,Tagula Shrike-thrush,Colluricincla discolor
21277,Sepik-Ramu Shrike-thrush,Colluricincla tappenbecki
21281,Rufous Shrike-thrush,Colluricincla rufogaster
21390,Pale-legged Shrike-vireo,Vireolanius mikettae
21406,Lemon-chested Greenlet,Hylophilus griseiventris
21410,Yellow-green Greenlet,Hylophilus viridiflavus
21417,Tobago Greenlet,Hylophilus insularis
21459,Golden Greenlet,Pachysylvia hypochrysea
21976,Roti Fantail,Rhipidura tenkatei
21980,Banda Fantail,Rhipidura hoedti
21982,Kai Fantail,Rhipidura assimilis
21986,Buru Fantail,Rhipidura bouruensis
21988,Seram Fantail,Rhipidura cinerea
21990,Obi Fantail,Rhipidura obiensis
22001,Northern Fantail,Rhipidura isura
22003,Biak Fantail,Rhipidura kordensis
22059,Taveuni Streaked Fantail,Rhipidura rufilateralis
22179,Eastern Crested-flycatcher,Trochocercus bivittatus
22245,Northern Rufous Paradise-flycatcher,Terpsiphone unirufa
22274,Maupiti Monarch,Pomarea pomarea
22353,Djaul Monarch,Symposiachrus ateralbus
22401,Makira Monarch,Monarcha megarhynchus
22403,Ugi Monarch,Monarcha ugiensis
22406,Yap Monarch,Metabolus godeffroyi
22407,Tinian Monarch,Metabolus takatsukasae
22510,Djaul Flycatcher,Myiagra cervinicolor
22527,Yellow-billed Shrike,Lanius corvinus
22533,Magpie Shrike,Lanius melanoleucus
22689,Quindio Jay,Cyanolyca quindiuna
22723,Azure Jay,Cyanocorax coeruleus
22729,Green Jay,Cyanocorax luxuosus
22762,Campina Jay,Cyanocorax hafferi
22873,Plain-crowned Jay,Garrulus bispecularis
22880,White-faced Jay,Garrulus leucotis
22911,White-winged Magpie,Urocissa xanthomelana
22978,Yellow-billed Magpie,Pica nutalli
23014,Eurasian Jackdaw,Corvus monedula
23019,Daurian Jackdaw,Corvus dauuricus
23064,Northwestern Crow,Corvus caurinus
23091,Collared Crow,Corvus pectoralis
23103,Jungle Crow,Corvus levaillantii
23105,Indian Jungle Crow,Corvus culminatus
23171,Tagula Manucode,Manucodia alter
23241,Paradise Riflebird,Lophorina paradisea
23242,Victoria's Riflebird,Lophorina victoriae
23243,Magnificent Riflebird,Lophorina magnifica
23246,Growling Riflebird,Lophorina intercedens
23264,Magnificent Bird-of-paradise,Cicinnurus magnificus
23269,Wilson's Bird-of-paradise,Cicinnurus respublica
23333,Snares Tomtit,Petroica dannefaerdi
23384,New Britain Flyrobin,Monachella coultasi
23394,Kimberley Flyrobin,Microeca tormenti
23424,Black-chinned Robin,Poecilodryas brachyura
23445,White-winged Robin,Peneothello sigillata
23450,Smoky Robin,Peneothello cryptoleuca
23454,Blue-grey Robin,Peneothello cyanus
23458,White-rumped Robin,Peneothello bimaculata
23461,Mangrove Robin,Peneoenanthe pulverulenta
23466,Banded Yellow Robin,Gennaeodryas placens
23477,White-breasted Robin,Quoyornis georgianus
23478,Pale-yellow Robin,Tregellasia capito
23481,White-faced Robin,Tregellasia leucops
23531,Southern Hylocitrea,Hylocitrea bonthaina
23610,Yellow-bellied Tit,Pardaliparus venustulus
23611,Elegant Tit,Pardaliparus elegans
23621,Palawan Tit,Pardaliparus amabilis
23879,Cinnamon-breasted Tit,Melaniparus pallidiventris
23927,Buff-bellied Penduline-Tit,Anthoscopus sylviella
23985,Benguela Long-billed Lark,Certhilauda benguelensis
24000,Agulhas Long-billed Lark,Certhilauda brevirostris
24161,Burmese Bushlark,Mirafra microptera
24163,Indochinese Bushlark,Mirafra erythrocephala
24166,Jerdon's Bushlark,Mirafra affinis
24168,Indian Bushlark,Mirafra erythroptera
24172,Bengal Bushlark,Mirafra assamica
24174,Collared Lark,Mirafra collaris
24175,Angola Lark,Mirafra angolensis
24179,Flappet Lark,Mirafra rufocinnamomea
24196,Cape Clapper Lark,Mirafra apiata
24201,Eastern Clapper Lark,Mirafra fasciolata
24213,Red-winged Lark,Mirafra hypermetra
24222,Rufous-naped Lark,Mirafra africana
24245,Sharpe's Lark,Mirafra sharpii
24247,Somali Lark,Mirafra somalica
24372,Maghreb Lark,Galerida macrorhyncha
24572,Kakamega Greenbul,Arizelocichla kakamegae
24670,Leaf-love,Pyrrhurus scandens
24684,Sharpe's Greenbul,Phyllastrephus alfredi
24723,Grey-crowned Bulbul,Alophoixus griseiceps
24762,Green-winged Bulbul,Hemixos connectens
24771,Cream-striped Bulbul,Hemixos leucogrammicus
24787,Nicobar Bulbul,Ixos nicobariensis
24820,Sulu Bulbul,Hypsipetes haynaldi
24869,Puff-backed Bulbul,Euptilotus eutilotus
24871,Yellow-wattled Bulbul,Poliolophus urostictus
24877,Grey-headed Bulbul,Brachypodius priocephalus
24878,Black-headed Bulbul,Brachypodius atriceps
24883,Andaman Bulbul,Brachypodius fuscoflavescens
24885,Blue-wattled Bulbul,Pycnonotus nieuwenhuisii
24888,Spectacled Bulbul,Ixidia erythropthalmos
24891,Grey-bellied Bulbul,Ixidia cyaniventris
24894,Scaly-breasted Bulbul,Ixidia squamata
25057,White-eyed River Martin,Eurochelidon sirintarae
25134,Chilean Swallow,Tachycineta meyeni
25179,Yucatan Rough-winged Swallow,Stelgidopteryx ridgwayi
25406,Eastern Crombec,Sylvietta leucopsis
25444,Lendu Crombec,Sylvietta chapini
25643,Pygmy Tit,Psaltria exilis
25645,Red-headed Tit,Aegithalos iredalei
25653,Grey-crowned Tit,Aegithalos annamensis
25659,Black-browed Tit,Aegithalos bonvaloti
25731,Siberian Chiffchaff,Phylloscopus tristis
25823,Sumatran Warbler,Phylloscopus sumatrensis
25879,Flores Leaf-warbler,Phylloscopus floresianus
25933,Anjouan Brush-warbler,Nesillas longicaudata
26097,Zambian Yellow Warbler,Calamonastides bensoni
26198,Snares Fernbird,Poodytes caudatus
26336,Subdesert Jery,Neomixis pallidior
26674,Chinese Prinia,Prinia sonitans
26794,Brown-tailed Apalis,Apalis flavocincta
26877,Grey-backed Camaroptera,Camaroptera brevicaudata
26903,Tawny-breasted Camaroptera,Camaroptera toroensis
26987,Mozambique Forest-warbler,Artisornis sousae
27237,Great Parrotbill,Paradoxornis aemodium
27505,Kulal White-eye,Zosterops kulalensis
27583,Black-fronted White-eye,Zosterops chrysolaemus
27654,Oya Tabu White-eye,Zosterops crookshanki
27719,Saipan White-eye,Zosterops saypani
28128,Glissando Babbler,Pellorneum saturatum
28130,Leaflitter Babbler,Pellorneum poliogene
28156,Bornean Swamp Babbbler,Pellorneum macropterum
28244,Rusty-breasted Wren-babbler,Gypsophila rufipecta
28428,Hoary-throated Barwing,Sibia nipalensis
28431,Taiwan Barwing,Sibia morrisoniana
28432,Streak-throated Barwing,Sibia waldeni
28437,Streaked Barwing,Sibia souliei
28441,Blue-winged Minla,Siva cyanouroptera
28451,Bar-throated Minla,Chrysominla strigula
28466,Eastern Spectacled Barwing,Actinodura radcliffei
28488,Sumatran Mesia,Leiothrix laurinae
28526,Black-winged Babbler,Argya somervillei
28565,Spiny Babbler,Acanthoptila nipalensis
28566,Grey-hooded Capuchin Babbler,Phyllanthus atripennis
28568,Black-crowned Capuchin Babbler,Phyllanthus rubiginosus
28570,Grey-caped Capuchin Babbler,Phyllanthus bohndorffi
28572,White-throated Mountain-babbler,Kupeornis gilberti
28573,Chapin's Mountain-babbler,Kupeornis chapini
28577,Red-collared Mountain-babbler,Kupeornis rufocinctus
28691,Eastern Moustached Laughingthrush,Ianthocincla cinereiceps
29090,Colombian Wren,Pheugopedius columbianus
29092,Speckle-breasted Wren,Pheugopedius paucimaculatus
29167,White-browed Wren,Thryothorus albinucha
29803,Purple-chinned Starling,Aplonis circumscripta
29902,Northern White-necked Myna,Streptocitta torquata
29926,Nias Hill Myna,Gracula robusta
30047,Benguela Long-tailed Starling,Lamprotornis benguelensis
30049,Cunene Long-tailed Starling,Lamprotornis violacior
30133,Red-billed Oxpecker,Buphagus erythrorynchus
30231,Guianan Solitaire,Cichlopsis gularis
30233,Chestnut-throated Solitaire,Cichlopsis chubbi
30235,Peruvian Solitaire,Cichlopsis peruviana
30298,Swainson's Thrush,Catharus swainsoni
30468,Ethiopian Thrush,Psophocichla simensis
30470,Groundscraper Thrush,Psophocichla litsitsirupa
30474,Chinese Thrush,Otocichla mupinensis
30658,Sulawesi Thrush,Cataponera turdoides
30670,San Lucas Robin,Turdus confinis
30679,Western Red-legged Thrush,Turdus rubripes
30708,Sombre Thrush,Turdus anthracinus
30753,Floodplain Thrush,Turdus debilis
30908,Pelzeln's Magpie-robin,Copsychus pica
31106,Mediterranean Flycatcher,Muscicapa tyrrhenica
31116,White-tailed Flycatcher,Cyornis concretus
31256,Tanahjampea Blue Flycatcher,Cyornis djampeanus
31318,Yellow-breasted Forest-robin,Stiphrornis xanthogaster
31406,Rusty-flanked Robin-chat,Dessonornis macclounii
31408,Mbulu Robin-chat,Dessonornis mbuluensis
31469,Cambodian Blue Robin,Myiomela cambodiana
31531,Minahasa Shortwing,Heinrichia simplex
31892,Ruaha Chat,Myrmecocichla collaris
31970,Maghreb Wheateater,Oenanthe halophila
31976,Basalt Wheatear,Oenanthe warriae
32070,Greyish-crowned Leafbird,Chloropsis lazulina
32087,Olive-backed Flowerpecker,Prionochilus olivaceus
32091,Whiskered Flowerpecker,Dicaeum proprium
32092,Yellow-vented Flowerpecker,Dicaeum chrysorrheum
32095,Yellow-bellied Flowerpecker,Dicaeum melanozanthum
32096,White-throated Flowerpecker,Dicaeum vincens
32097,Brown-backed Flowerpecker,Dicaeum everetti
32100,Thick-billed Flowerpecker,Dicaeum agile
32233,Aru Flowerpecker,Dicaeum ignicolle
32398,Mouse-coloured Sunbird,Cyanomitra verreauxii
32438,Orange-lined Sunbird,Leptocoma juliae
32522,Whyte's Double-collared Sunbird,Cinnyris whytei
32668,Grande Comore Sunbird,Cinnyris moebii
32670,Moheli Sunbird,Cinnyris voeltzkowi
32729,Fork-tailed Sunbird,Aethopyga latouchii
32770,Purple-naped Spiderhunter,Kurochkinegramma hypogrammica
33150,Compact Weaver,Ploceus superciliosus
33214,Northern Red-headed Weaver,Anaplectes leuconotos
33230,Grande Comore Fody,Foudia consobrina
33322,White-bellied Crimson Finch,Neochmia evangelinae
33331,Star Finch,Neochmia ruficauda
33335,Plum-headed Finch,Neochmia modesta
33336,Double-barred Finch,Taeniopygia bichenovii
33341,Australian Zebra Finch,Taeniopygia castanotis
33375,Streak-headed Mannikin,Lonchura tristissima
33380,White-spotted Mannikin,Lonchura leucosticta
33501,Royal Parrotfinch,Erythrura regia
33585,Lavender Waxbill,Glaucestrilda coerulescens
33773,Vinaceous Firefinch,Lagonosticta vinacea
33775,Grey Firefinch,Lagonosticta nigricollis
33906,Sao Tome Short-tail,Amaurocichla bocagii
34122,Madanga,Madanga ruficollis
34226,Malay Bullfinch,Pyrrhula waterstradti
34256,African Crimson-winged Finch,Rhodopechys alienus
34356,Chinese Long-tailed Rosefinch,Carpodacus lepidus
34426,Hawaii Creeper,Manucerthia mana
34479,Bonin Greenfinch,Chloris kittlitzi
34785,Elegant Euphonia,Euphonia elegantissima
34789,Hispaniolan Euphonia,Euphonia musica
34791,Puerto Rican Euphonia,Euphonia sclateri
34793,Lesser Antillean Euphonia,Euphonia flavifrons
34795,Golden-rumped Euphonia,Euphonia cyanocephala
35062,Orange-throated Chlorospingus,Chlorospingus hypophaeus
35203,Five-striped Sparrow,Amphispiza quinquestriata
35322,Sooty Fox-sparrow,Passerella unalaschcensis
35330,Slate-coloured Fox-sparrow,Passerella schistacea
35336,Thick-billed Fox-sparrow,Passerella megarhyncha
35345,American Tree Sparrow,Passerella arborea
35448,Baird's Sparrow,Passerculus bairdii
35449,Henslow's Sparrow,Passerculus henslowii
35469,Belding's Sparrow,Passerculus guttatus
35472,San Benito Sparrow,Passerculus sanctorum
35474,Large-billed Sparrow,Passerculus rostratus
35624,Socorro Towhee,Pipilo socorroensis
35651,Yellow-thighed Brushfinch,Pselliophorus tibialis
35652,Yellow-green Brushfinch,Pselliophorus luteoviridis
35655,Merida Brushfinch,Atlapetes meridae
35708,Cream-crowned Brushfinch,Atlapetes paynteri
35819,Green-billed Oropendola,Psarocolius oleagineus
35844,Black-tailed Cacique,Cacicus flavicrissus
35847,Scarlet-rumped Cacique,Cacicus microrhynchus
35849,Pacific Cacique,Cacicus pacificus
35893,Bullock's Oriole,Icterus bullockiorum
35948,Fuertes's Oriole,Icterus fuertesi
35969,Moriche Oriole,Icterus chrysocephalus
36023,Bronze-brown Cowbird,Molothrus armenti
36173,Chiriqui Yellowthroat,Geothlypis chiriquensis
36186,Baird's Yellowthroat,Geothlypis bairdi
36232,Socorro Parula,Setophaga graysoni
36310,Audubon's Warbler,Setophaga auduboni
36313,Goldman's Warbler,Setophaga goldmani
36352,Peruvian Citrine Warbler,Myiothlypis striaticeps
36354,Bolivian Citrine Warbler,Myiothlypis euophrys
36376,Northern Riverbank Warbler,Myiothlypis mesoleuca
36383,Roraiman Warbler,Myiothlypis roraimae
36408,Grey-headed Warbler,Basileuterus griseiceps
36409,Fan-tailed Warbler,Basileuterus lachrymosus
36443,Yellow-crowned Warbler,Basileuterus cabanisi
36447,Golden-crowned Warbler,Basileuterus auricapilla
36451,White-bellied Warbler,Basileuterus hypoleucus
36506,Golden-fronted Whitestart,Myioborus chrysops
36535,Tooth-billed Tanager,Piranga lutea
36548,Hepatic Tanager,Piranga hepatica
36593,Red-throated Ant-tanager,Habia fuscicauda
36600,Black-cheeked Ant-tanager,Habia atrimaxillaris
36601,Sooty Ant-tanager,Habia gutturalis
36602,Crested Ant-tanager,Habia cristata
36603,Carmiol's Tanager,Habia carmioli
36608,Yellow-lored Tanager,Habia frenata
36610,Lemon-spectacled Tanager,Habia olivacea
36611,Ochre-breasted Tanager,Habia stolzmanni
36637,Tres Marias Chat,Granatellus francescae
36681,Crimson-collared Grosbeak,Caryothraustes celaeno
36682,Red-and-black Grosbeak,Caryothraustes erythromelas
36684,Slate-blue Seedeater,Amaurospiza relicta
36783,Blue Finch,Porphyrospiza caerulescens
36784,Band-tailed Sierra-finch,Corydospiza alaudina
36791,Carbon Sierra-finch,Corydospiza carbonaria
36887,Many-colored Chaco Finch,Saltator multicolor
36888,Black-throated Saltator,Saltator atricollis
37066,Mangrove Finch,Geospiza heliobates
37067,Medium Tree-finch,Geospiza pauper
37068,Woodpecker Finch,Geospiza pallida
37073,Small Tree-finch,Geospiza parvula
37076,Large Tree-finch,Geospiza psittacula
37120,Flame-crested Tanager,Islerothraupis cristata
37131,White-shouldered Tanager,Islerothraupis luctuosa
37137,Yellow-crested Tanager,Islerothraupis rufiventer
37146,Fulvous-crested Tanager,Maschalethraupis surinama
37151,Tawny-crested Tanager,Chrysocorypha delatrii
37173,Lemon-rumped Tanager,Ramphocelus icteronotus
37218,Black-breasted Seedeater,Sporophila ophthalmica
37229,Caqueta Seedeater,Sporophila murallae
37336,White-browed Hemispingus,Kleinothraupis auricularis
37351,Western Hemispingus,Sphenopsis ochracea
37353,Piura Hemispingus,Sphenopsis piurae
37386,Rufous-sided Warbling-finch,Poospizopsis hypocondria
37402,Black-breasted Warbling-finch,Microspingus pectoralis
37450,Bright-rumped Yellow-finch,Sicalis uropigyalis
37524,Slaty Finch,Spodiornis rusticus
37530,Streaked Dacnis,Xenodacnis petersi
37535,Red-backed Sierra-finch,Ephippiospingus dorsalis
37536,White-throated Sierra-finch,Ephippiospingus erythronotus
37537,Glacier Finch,Chionodacryon speculiferum
37648,Blue-and-yellow Tanager,Pipraeidea bonariensis
37649,Green-mantled Tanager,Pipraeidea darwinii
37702,Bolivian Mountain-tanager,Anisognathus flavinucha
37708,Scarlet-bellied Mountain-tanager,Anisognathus lunulatus
37728,Blue-throated Tanager,Chlorochrysa fulgentissima
37776,Dotted Tanager,Tangara varia
37777,Rufous-throated Tanager,Tangara rufigula
37778,Spotted Tanager,Tangara punctata
37784,Speckled Tanager,Tangara guttata
37791,Yellow-bellied Tanager,Tangara xanthogastra
37794,Golden-naped Tanager,Tangara ruficervix
37800,Rusty-naped Tanager,Tangara fulvicervix
37802,Azure-rumped Tanager,Tangara cabanisi
37803,Grey-and-gold Tanager,Tangara palmeri
37804,Blue-grey Tanager,Tangara episcopus
37819,Sayaca Tanager,Tangara sayaca
37823,Glaucous Tanager,Tangara glaucocolpa
37825,Azure-shouldered Tanager,Tangara cyanoptera
37826,Yellow-winged Tanager,Tangara abbas
37827,Golden-chevroned Tanager,Tangara ornata
37828,Palm Tanager,Tangara palmarum
37833,Black-headed Tanager,Tangara argentea
37835,Black-hooded Tanager,Tangara whitelyi
37837,Silver-backed Tanager,Tangara viridicollis
37840,Sira Tanager,Tangara phillipsi
37841,Straw-backed Tanager,Tangara argyrofenges
37844,Black-capped Tanager,Tangara heinei
37845,Golden-hooded Tanager,Tangara larvata
37850,Blue-necked Tanager,Tangara cyanicollis
37858,Masked Tanager,Tangara nigrocincta
37859,Black-backed Tanager,Tangara peruviana
37860,Chestnut-backed Tanager,Tangara preciosa
37861,Green-capped Tanager,Tangara meyerdeschauenseei
37862,Scrub Tanager,Tangara vitriolina
37863,Burnished-buff Tanager,Tangara cayana
37867,Stripe-bellied Tanager,Tangara flava
37873,Grenada Tanager,Tangara cucullata
37874,Saint Vincent Tanager,Tangara versicolor
37880,Spot-bellied Tanager,Tangara atrocoerulea
37920,Yellow-faced Tanager,Tangara lunigera
37930,Golden Tanager,Tangara aurulenta
37974,Silver-breasted Tanager,Tangara cyanomelas
